"user_id","order_id","order_date","shipping_date","order_year","order_month","days_to_ship","shipping_speed","product_id","product_name","price_usd","price_category","platform","country_code"
"17a69955","7408fd069a5105251","2020-02-08","2020-02-09",2020,2,1,"Fast","8d0d","Nintendo Switch","168.00","High","Website","BR"
"57ab69c1","963e0ba1bb2106769","2020-02-08","2020-02-10",2020,2,2,"Fast","e682","Nintendo Switch","168.00","High","Website","US"
"95183613","9fb1f2a01cb22815","2020-02-09","2020-02-11",2020,2,2,"Fast","891b","27in 4K Gaming Monitor","480.00","High","Website","US"
"03e40f41","d2957422dba30707","2020-02-09","2020-02-11",2020,2,2,"Fast","e7e6","27in 4K Gaming Monitor","480.00","High","Website","US"
"21b3aaf4","635735a937670641","2020-02-09","2020-02-11",2020,2,2,"Fast","e7e6","27in 4K Gaming Monitor","407.22","High","Website","IE"
"24993ca1","d20a07b79267584","2020-02-09","2020-02-12",2020,2,3,"Standard","ab0f","JBL Quantum 100 Gaming Headset","24.00","Low","Website","US"
"386a3d11","990b80789177894","2020-02-09","2020-02-12",2020,2,3,"Standard","8d0d","Nintendo Switch","148.67","High","Website","IT"
"67d132ba","2df577467e68892","2020-02-09","2020-02-11",2020,2,2,"Fast","8d0d","Nintendo Switch","168.00","High","Website","US"
"651ef99c","d83a474394e22529","2020-02-09","2020-02-10",2020,2,1,"Fast","8315","JBL Quantum 100 Gaming Headset","23.20","Low","Mobile App","US"
"839ad0f7","421905c203c30639","2020-02-09","2020-02-12",2020,2,3,"Standard","ab0f","JBL Quantum 100 Gaming Headset","18.85","Low","Website","SE"
"b8db91f0","6ff24c226a146774","2020-02-09","2020-02-11",2020,2,2,"Fast","ab0f","JBL Quantum 100 Gaming Headset","24.00","Low","Website","NZ"
"be024097","ba0e85abf0656320","2020-02-09","2020-02-12",2020,2,3,"Standard","e682","Nintendo Switch","168.00","High","Website","US"
"cf8c7249","b26b966c51b56333","2020-02-09","2020-02-10",2020,2,1,"Fast","8d0d","Nintendo Switch","168.00","High","Website","AR"
"d5e8e9cc","3a60a01ddc056864","2020-02-09","2020-02-10",2020,2,1,"Fast","8d0d","Nintendo Switch","149.03","High","Website","NL"
"cc5bad27","8378cf469c156883","2020-02-09","2020-02-12",2020,2,3,"Standard","04ac","Lenovo IdeaPad Gaming 3","978.85","High","Website","DE"
"e6b6b629","5f8fa740c8a58880","2020-02-09","2020-02-10",2020,2,1,"Fast","ab0f","JBL Quantum 100 Gaming Headset","24.00","Low","Website","US"
"08a03eb3","92ec19582b882698","2020-02-09","2020-02-10",2020,2,1,"Fast","ab0f","JBL Quantum 100 Gaming Headset","21.60","Low","Website","DE"
"1bfe5bd4","cfbade9257a83408","2020-02-09","2020-02-11",2020,2,2,"Fast","e682","Nintendo Switch","174.21","High","Website","DK"
"12ad6be2","4ffe4df26d885411","2020-02-09","2020-02-12",2020,2,3,"Standard","8d0d","Nintendo Switch","168.00","High","Website","US"
"1940204d","e85cd7402c291556","2020-02-09","2020-02-11",2020,2,2,"Fast","8d0d","Nintendo Switch","168.00","High","Website","IS"
"23f690bf","ebb25ae1ddc96394","2020-02-09","2020-02-11",2020,2,2,"Fast","8d0d","Nintendo Switch","84.00","Medium","Website","NL"
"a40d12b9","244fe3fc31039727","2020-02-10","2020-02-11",2020,2,1,"Fast","891b","27in 4K Gaming Monitor","332.80","High","Website","US"
"165d6d9a","1cef83aebae60355","2020-02-10","2020-02-13",2020,2,3,"Standard","891b","27in 4K Gaming Monitor","421.20","High","Website","US"
"19e51a51","471f199693d83684","2020-02-10","2020-02-11",2020,2,1,"Fast","891b","27in 4K Gaming Monitor","412.00","High","Website","ES"
"2e56838a","3797c18773292469","2020-02-10","2020-02-12",2020,2,2,"Fast","891b","27in 4K Gaming Monitor","317.50","High","Website","US"
"85fdc89f","9e4502eb8cd10316","2020-02-10","2020-02-13",2020,2,3,"Standard","ab0f","JBL Quantum 100 Gaming Headset","21.80","Low","Website","US"
"8b9df77a","c78449d826e16318","2020-02-10","2020-02-12",2020,2,2,"Fast","e682","Nintendo Switch","168.00","High","Website","CL"
"9490c26d","ea35bad0b2919645","2020-02-10","2020-02-12",2020,2,2,"Fast","ab0f","JBL Quantum 100 Gaming Headset","18.27","Low","Website","CA"
"a473d95e","d76e60d81bf22630","2020-02-10","2020-02-11",2020,2,1,"Fast","e682","Nintendo Switch","168.00","High","Website","US"
"c2301a41","a4f3344794c26031","2020-02-10","2020-02-13",2020,2,3,"Standard","e682","Nintendo Switch","135.30","High","Website","NO"
"5114d615","cf05761c34541085","2020-02-10","2020-02-11",2020,2,1,"Fast","ab0f","JBL Quantum 100 Gaming Headset","21.60","Low","Website","FR"
"ec853cae","2ad98d3b2f442156","2020-02-10","2020-02-13",2020,2,3,"Standard","9ef0","Lenovo IdeaPad Gaming 3","1034.54","High","Website","DE"
"f928b61b","4450ff29c2650154","2020-02-10","2020-02-11",2020,2,1,"Fast","ab0f","JBL Quantum 100 Gaming Headset","24.00","Low","Website","US"
"fcd9f638","f25f478b56654369","2020-02-10","2020-02-12",2020,2,2,"Fast","ab0f","JBL Quantum 100 Gaming Headset","24.00","Low","Website","AR"
"0e583fb8","ad1795e69a564635","2020-02-10","2020-02-13",2020,2,3,"Standard","8d0d","Nintendo Switch","168.00","High","Website","US"
"6f46dff7","396163d922e66688","2020-02-10","2020-02-11",2020,2,1,"Fast","8d0d","Nintendo Switch","142.80","High","Website","US"
"300a938a","f69fb7407bc70632","2020-02-10","2020-02-11",2020,2,1,"Fast","8d0d","Nintendo Switch","168.00","High","Website","US"
"969b8ed5","cf71906ec9879214","2020-02-10","2020-02-11",2020,2,1,"Fast","54ed","Sony PlayStation 5 Bundle","1530.00","High","Website","US"
"69ff6d2e","ccb04344efb90319","2020-02-10","2020-02-13",2020,2,3,"Standard","e682","Nintendo Switch","136.82","High","Website","AU"
"84652e9e","f64a82836f496337","2020-02-10","2020-02-11",2020,2,1,"Fast","ab0f","JBL Quantum 100 Gaming Headset","24.00","Low","Website","PH"
"846df733","5f6eda17e1e103830","2020-02-10","2020-02-11",2020,2,1,"Fast","8d0d","Nintendo Switch","140.05","High","Website","CH"
"c957aac9","34eda14547d41485","2020-02-11","2020-02-14",2020,2,3,"Standard","891b","27in 4K Gaming Monitor","332.11","High","Website","JP"
"ae4d32f9","c64d5509ba651042","2020-02-11","2020-02-14",2020,2,3,"Standard","891b","27in 4K Gaming Monitor","294.32","High","Website","US"
"b7ad8b9b","7846cb3a55462952","2020-02-11","2020-02-13",2020,2,2,"Fast","891b","27in 4K Gaming Monitor","399.04","High","Website","FR"
"ba611429","31548c0e38e83756","2020-02-11","2020-02-14",2020,2,3,"Standard","891b","27in 4K Gaming Monitor","312.46","High","Website","US"
"dad50298","2aec93ced3591969","2020-02-11","2020-02-12",2020,2,1,"Fast","891b","27in 4K Gaming Monitor","480.00","High","Website","US"
"85b9442f","9666a4d51b612664","2020-02-11","2020-02-13",2020,2,2,"Fast","ab0f","JBL Quantum 100 Gaming Headset","7.70","Low","Website","TR"
"8aa3b40a","7055d67366413400","2020-02-11","2020-02-12",2020,2,1,"Fast","8d0d","Nintendo Switch","168.00","High","Website","US"
"e716b95d","807ff1c177a16882","2020-02-11","2020-02-14",2020,2,3,"Standard","8d0d","Nintendo Switch","168.00","High","Website","US"
"c51dad23","296e48f0e8641865","2020-02-11","2020-02-14",2020,2,3,"Standard","8d0d","Nintendo Switch","149.03","High","Website","IT"
"ca0c4924","f3d8fb7ba9545881","2020-02-11","2020-02-14",2020,2,3,"Standard","e682","Nintendo Switch","168.00","High","Website","HK"
"e437e4f9","61a2bbfa9f857709","2020-02-11","2020-02-13",2020,2,2,"Fast","8d0d","Nintendo Switch","166.03","High","Website","GB"
"fbaf9ef0","1db1e1c460963839","2020-02-11","2020-02-12",2020,2,1,"Fast","8d0d","Nintendo Switch","168.00","High","Website","US"
"304b8b30","72b2452ec4a85319","2020-02-11","2020-02-14",2020,2,3,"Standard","24c1","Nintendo Switch","119.90","High","Website","US"
"38e0ad71","da23916ee1787331","2020-02-11","2020-02-13",2020,2,2,"Fast","8d0d","Nintendo Switch","151.26","High","Website","NO"
"4f90c3b0","42bcc79196689978","2020-02-11","2020-02-14",2020,2,3,"Standard","ab0f","JBL Quantum 100 Gaming Headset","24.00","Low","Website","TH"
"5e37285d","e32c122378592385","2020-02-11","2020-02-13",2020,2,2,"Fast","8d0d","Nintendo Switch","142.80","High","Website","US"
"60eef0a0","43f146e190697523","2020-02-11","2020-02-14",2020,2,3,"Standard","8d0d","Nintendo Switch","168.00","High","Website","US"
"6bc81eab","89e68a6721610885","2020-02-12","2020-02-15",2020,2,3,"Standard","e7e6","27in 4K Gaming Monitor","409.45","High","Website","SG"
"ffea20cf","c241e96615155200","2020-02-12","2020-02-14",2020,2,2,"Fast","891b","27in 4K Gaming Monitor","480.00","High","Website","US"
"de86c663","87678aa685678053","2020-02-12","2020-02-15",2020,2,3,"Standard","e7e6","27in 4K Gaming Monitor","480.00","High","Website","US"
"205055ed","d5ad902d7aa87138","2020-02-12","2020-02-14",2020,2,2,"Fast","891b","27in 4K Gaming Monitor","234.10","High","Website","ES"
"19c37726","1aa676d94ca23553","2020-02-12","2020-02-13",2020,2,1,"Fast","ab0f","JBL Quantum 100 Gaming Headset","24.06","Low","Website","GB"
"3560932e","ae0919c2e9e38656","2020-02-12","2020-02-14",2020,2,2,"Fast","8d0d","Nintendo Switch","150.41","High","Website","BE"
"98c47416","b6a5cffc36144603","2020-02-12","2020-02-15",2020,2,3,"Standard","ab0f","JBL Quantum 100 Gaming Headset","18.31","Low","Website","PT"
"9dc3869d","3257e8fe91950756","2020-02-12","2020-02-14",2020,2,2,"Fast","e682","Nintendo Switch","168.00","High","Website","US"
"a6ab46a0","40ce7e1d5c354044","2020-02-12","2020-02-13",2020,2,1,"Fast","8d0d","Nintendo Switch","168.00","High","Website","US"
"a9bf36a7","780a4da197659491","2020-02-12","2020-02-15",2020,2,3,"Standard","8e5d","Nintendo Switch","161.82","High","Mobile App","US"
"bb07e0d6","c902200f19b63017","2020-02-12","2020-02-15",2020,2,3,"Standard","ab0f","JBL Quantum 100 Gaming Headset","24.00","Low","Website","US"
"65b1781d","fe2246fcaff64695","2020-02-12","2020-02-13",2020,2,1,"Fast","8d0d","Nintendo Switch","150.53","High","Website","DE"
"855dad54","3da1241fab986900","2020-02-12","2020-02-14",2020,2,2,"Fast","8d0d","Nintendo Switch","168.00","High","Website","US"
"8ea2ce92","70a84a8d556102126","2020-02-12","2020-02-13",2020,2,1,"Fast","ab0f","JBL Quantum 100 Gaming Headset","24.00","Low","Website","HU"
"17c7ee89","e87f6aeeed7103827","2020-02-12","2020-02-15",2020,2,3,"Standard","8d0d","Nintendo Switch","168.00","High","Website","US"
"222e39eb","bb00c24a89e107287","2020-02-12","2020-02-15",2020,2,3,"Standard","ab0f","JBL Quantum 100 Gaming Headset","24.00","Low","Website","US"
"4c26417e","6a7819ff4e738421","2020-02-13","2020-02-14",2020,2,1,"Fast","891b","27in 4K Gaming Monitor","480.00","High","Website","US"
"6d1f9b5e","98ed5ee435844800","2020-02-13","2020-02-15",2020,2,2,"Fast","891b","27in 4K Gaming Monitor","269.88","High","Website","US"
"de131f4d","7e50dfc811552113","2020-02-13","2020-02-15",2020,2,2,"Fast","891b","27in 4K Gaming Monitor","430.78","High","Website","JP"
"948e3060","23d1af6325786324","2020-02-13","2020-02-15",2020,2,2,"Fast","891b","27in 4K Gaming Monitor","480.00","High","Website","US"
"f055021a","dfdb91d56596609","2020-02-13","2020-02-15",2020,2,2,"Fast","ab0f","JBL Quantum 100 Gaming Headset","16.60","Low","Website","CA"
"6037d82d","a392957223219226","2020-02-13","2020-02-15",2020,2,2,"Fast","9ef0","Lenovo IdeaPad Gaming 3","777.41","High","Website","AU"
"148fd6b3","c77abe3925353278","2020-02-13","2020-02-15",2020,2,2,"Fast","8d0d","Nintendo Switch","142.80","High","Website","US"
"96bb9909","3b33152d30657484","2020-02-13","2020-02-16",2020,2,3,"Standard","9ef0","Lenovo IdeaPad Gaming 3","1198.00","High","Website","US"
"ab97584a","98aa7ad439463078","2020-02-13","2020-02-16",2020,2,3,"Standard","e682","Nintendo Switch","150.41","High","Website","IT"
"ae87e901","7cd5f7c5d8e66989","2020-02-13","2020-02-15",2020,2,2,"Fast","8d0d","Nintendo Switch","168.00","High","Website","US"
"c9d36b93","f8a85dad22693875","2020-02-13","2020-02-14",2020,2,1,"Fast","ab0f","JBL Quantum 100 Gaming Headset","24.00","Low","Website","US"
"d5332947","5cba3d774fe106106","2020-02-13","2020-02-14",2020,2,1,"Fast","e682","Nintendo Switch","168.00","High","Website","US"
"daa75a3d","fe7292318be107073","2020-02-13","2020-02-14",2020,2,1,"Fast","b5f7","Nintendo Switch","167.98","High","Mobile App","US"
"529c3726","61cca6754e214436","2020-02-14","2020-02-15",2020,2,1,"Fast","891b","27in 4K Gaming Monitor","330.04","High","Website","US"
"7e2b5b8a","7fdd28dcbb019865","2020-02-14","2020-02-15",2020,2,1,"Fast","891b","27in 4K Gaming Monitor","312.00","High","Website","US"
"ce3bd150","a92deff524935888","2020-02-14","2020-02-17",2020,2,3,"Standard","891b","27in 4K Gaming Monitor","412.00","High","Website","DE"
"6348f158","21c2641d78047976","2020-02-14","2020-02-15",2020,2,1,"Fast","891b","27in 4K Gaming Monitor","409.03","High","Website","EE"
"73d504e5","1b8a89df42b57690","2020-02-14","2020-02-15",2020,2,1,"Fast","891b","27in 4K Gaming Monitor","408.20","High","Website","IT"
"8680c229","f5655df0a0863778","2020-02-14","2020-02-15",2020,2,1,"Fast","891b","27in 4K Gaming Monitor","421.02","High","Website","RU"
"22002703","cc921f9334c97610","2020-02-14","2020-02-17",2020,2,3,"Standard","891b","27in 4K Gaming Monitor","427.19","High","Website","CA"
"6d2e413f","5d0a8388c8a106286","2020-02-14","2020-02-16",2020,2,2,"Fast","e7e6","27in 4K Gaming Monitor","491.26","High","Website","DK"
"e6dca707","a21d04d47f75750","2020-02-14","2020-02-15",2020,2,1,"Fast","e682","Nintendo Switch","148.67","High","Website","ES"
"af31f40a","9076abe1ed017227","2020-02-14","2020-02-17",2020,2,3,"Standard","e682","Nintendo Switch","168.00","High","Website","US"
"32a1c8aa","1da51ed091319852","2020-02-14","2020-02-16",2020,2,2,"Fast","8d0d","Nintendo Switch","168.00","High","Website","US"
"6745fac0","90911f1ebc620483","2020-02-14","2020-02-17",2020,2,3,"Standard","8d0d","Nintendo Switch","168.00","High","Website","US"
"7674216e","25a855cd8b021230","2020-02-14","2020-02-15",2020,2,1,"Fast","ab0f","JBL Quantum 100 Gaming Headset","24.00","Low","Website","US"
"7e813487","4128947766827782","2020-02-14","2020-02-16",2020,2,2,"Fast","8d0d","Nintendo Switch","153.36","High","Website","JP"
"d64594f1","26e4916bba929615","2020-02-14","2020-02-16",2020,2,2,"Fast","8d0d","Nintendo Switch","149.03","High","Website","FI"
"94b979bc","ba97bb945df34587","2020-02-14","2020-02-16",2020,2,2,"Fast","54ed","Sony PlayStation 5 Bundle","605.28","High","Website","AR"
"422a687a","6683bf6275a42482","2020-02-14","2020-02-15",2020,2,1,"Fast","8d0d","Nintendo Switch","118.94","High","Website","IT"
"dda67bb0","83c073aa14759532","2020-02-14","2020-02-16",2020,2,2,"Fast","8315","JBL Quantum 100 Gaming Headset","23.50","Low","Mobile App","US"
"f5baed22","50ec6ef19f564282","2020-02-14","2020-02-16",2020,2,2,"Fast","8e5d","Nintendo Switch","159.52","High","Mobile App","CA"
"fabf2efe","b372f47ce2667496","2020-02-14","2020-02-16",2020,2,2,"Fast","e682","Nintendo Switch","168.00","High","Website","US"
"fdf4742e","81005bfd54b71871","2020-02-14","2020-02-15",2020,2,1,"Fast","8d0d","Nintendo Switch","168.00","High","Website","US"
"281c1e92","8c2c5e5825d84770","2020-02-14","2020-02-17",2020,2,3,"Standard","8d0d","Nintendo Switch","167.76","High","Website","GB"
"797b0405","b52c6b771a8104297","2020-02-14","2020-02-16",2020,2,2,"Fast","ab0f","JBL Quantum 100 Gaming Headset","16.63","Low","Website","RU"
"c82896b9","ec9972bc7af7406","2020-02-15","2020-02-17",2020,2,2,"Fast","891b","27in 4K Gaming Monitor","408.00","High","Website","US"
"0b234db7","43cd47b6fe313464","2020-02-15","2020-02-16",2020,2,1,"Fast","891b","27in 4K Gaming Monitor","408.00","High","Website","US"
"4ef3c98a","608fef3263943961","2020-02-15","2020-02-18",2020,2,3,"Standard","891b","27in 4K Gaming Monitor","480.00","High","Website","US"
"6c623187","f36bec1c38956736","2020-02-15","2020-02-18",2020,2,3,"Standard","891b","27in 4K Gaming Monitor","443.64","High","Website","BR"
"85ad2906","7f6aaad4f6d60567","2020-02-15","2020-02-18",2020,2,3,"Standard","891b","27in 4K Gaming Monitor","251.51","High","Website","AU"
"7cb2ae0c","62bd3ff8e6c2560","2020-02-15","2020-02-17",2020,2,2,"Fast","e682","Nintendo Switch","168.00","High","Website","US"
"94d424b3","f4ea0a7101712968","2020-02-15","2020-02-17",2020,2,2,"Fast","e682","Nintendo Switch","168.00","High","Website","US"
"de240eb0","c6c15acc62225572","2020-02-15","2020-02-16",2020,2,1,"Fast","8d0d","Nintendo Switch","168.00","High","Website","US"
"f89ca946","deebc2c467b26714","2020-02-15","2020-02-16",2020,2,1,"Fast","8e5d","Nintendo Switch","160.32","High","Mobile App","GB"
"fcf6e125","2d18e01614830812","2020-02-15","2020-02-17",2020,2,2,"Fast","e682","Nintendo Switch","168.00","High","Website","US"
"fd772c38","64752bea65e31247","2020-02-15","2020-02-17",2020,2,2,"Fast","e682","Nintendo Switch","168.00","High","Website","US"
"069d4bda","aa00b8cb6f535896","2020-02-15","2020-02-17",2020,2,2,"Fast","ab0f","JBL Quantum 100 Gaming Headset","24.00","Low","Website","CO"
"232d4ba2","d824f43d1ac46001","2020-02-15","2020-02-17",2020,2,2,"Fast","8d0d","Nintendo Switch","148.67","High","Website","IT"
"29ab15fc","3f9fcfb7f7c54618","2020-02-15","2020-02-17",2020,2,2,"Fast","8d0d","Nintendo Switch","177.02","High","Website","GB"
"2b2902ed","85cd372973a57070","2020-02-15","2020-02-17",2020,2,2,"Fast","8e5d","Nintendo Switch","160.64","High","Mobile App","CA"
"3d32d119","4c8ddf8f8a968987","2020-02-15","2020-02-18",2020,2,3,"Standard","8d0d","Nintendo Switch","168.00","High","Website","PE"
"419b06ed","468a2a82a3c74664","2020-02-15","2020-02-16",2020,2,1,"Fast","ab0f","JBL Quantum 100 Gaming Headset","24.00","Low","Website","US"
"4de1e754","c31b2c7da3678585","2020-02-15","2020-02-18",2020,2,3,"Standard","8d0d","Nintendo Switch","168.00","High","Website","US"
"403fedf3","a8e83786c4d79751","2020-02-15","2020-02-16",2020,2,1,"Fast","8d0d","Nintendo Switch","168.00","High","Website","US"
"61d61f1f","cd6d9b7b34180253","2020-02-15","2020-02-17",2020,2,2,"Fast","e682","Nintendo Switch","168.00","High","Website","US"
"4c97ae9f","36276c00c4e80933","2020-02-15","2020-02-16",2020,2,1,"Fast","8d0d","Nintendo Switch","168.00","High","Website","US"
"57d8125a","a02e734815e82779","2020-02-15","2020-02-18",2020,2,3,"Standard","b0ee","Dell Gaming Mouse","49.98","Low","Mobile App","US"
"8c287579","e59c88a4fc489394","2020-02-15","2020-02-18",2020,2,3,"Standard","ab0f","JBL Quantum 100 Gaming Headset","24.00","Low","Website","US"
"8ef2565e","a1ced3c3b7394139","2020-02-15","2020-02-17",2020,2,2,"Fast","54ed","Sony PlayStation 5 Bundle","1267.20","High","Website","FI"
"97d4f616","c086e46691998404","2020-02-15","2020-02-17",2020,2,2,"Fast","ab0f","JBL Quantum 100 Gaming Headset","16.91","Low","Website","PL"
"a98413ac","6ecdb3579fb104482","2020-02-15","2020-02-16",2020,2,1,"Fast","04ac","Lenovo IdeaPad Gaming 3","1198.00","High","Website","US"
"c179519f","fe0d9c50607105277","2020-02-15","2020-02-18",2020,2,3,"Standard","e682","Nintendo Switch","150.41","High","Website","IE"
"d8b84d4f","23850009e1c9152","2020-02-16","2020-02-18",2020,2,2,"Fast","891b","27in 4K Gaming Monitor","289.58","High","Website","US"
"02a3c832","373d6c6e39711408","2020-02-16","2020-02-19",2020,2,3,"Standard","891b","27in 4K Gaming Monitor","480.00","High","Website","US"
"2920e64a","39aa9b648ac16521","2020-02-16","2020-02-17",2020,2,1,"Fast","891b","27in 4K Gaming Monitor","480.00","High","Website","US"
"0ab78995","7c75ff788bb24094","2020-02-16","2020-02-19",2020,2,3,"Standard","891b","27in 4K Gaming Monitor","257.75","High","Website","DE"
"7f478616","d5504544f3674235","2020-02-16","2020-02-17",2020,2,1,"Fast","891b","27in 4K Gaming Monitor","408.00","High","Website","EG"
"a7fc878f","98bad5e53c890515","2020-02-16","2020-02-18",2020,2,2,"Fast","891b","27in 4K Gaming Monitor","408.00","High","Website","US"
"9cb62ebe","3d2c4a4e1a96537","2020-02-16","2020-02-18",2020,2,2,"Fast","04ac","Lenovo IdeaPad Gaming 3","1198.00","High","Website","US"
"b9187a43","6918a1804f410235","2020-02-16","2020-02-17",2020,2,1,"Fast","e682","Nintendo Switch","150.41","High","Website","PT"
"d845e828","c51e372027014560","2020-02-16","2020-02-17",2020,2,1,"Fast","e682","Nintendo Switch","149.03","High","Website","DE"
"dc374937","5e9a9cbe90816908","2020-02-16","2020-02-19",2020,2,3,"Standard","8d0d","Nintendo Switch","168.00","High","Website","US"
"e8d6ee1c","1ae8010a29022883","2020-02-16","2020-02-17",2020,2,1,"Fast","8315","JBL Quantum 100 Gaming Headset","23.10","Low","Mobile App","US"
"37bc2a39","c90e3ee4b5b23009","2020-02-16","2020-02-19",2020,2,3,"Standard","e682","Nintendo Switch","168.00","High","Website","US"
"45adeb79","6ef70ab41ba50406","2020-02-16","2020-02-18",2020,2,2,"Fast","8d0d","Nintendo Switch","168.00","High","Website","US"
"511b5e51","8d744f99d0f53442","2020-02-16","2020-02-18",2020,2,2,"Fast","8d0d","Nintendo Switch","128.98","High","Website","CA"
"eb39e486","1b07633895b59997","2020-02-16","2020-02-18",2020,2,2,"Fast","8d0d","Nintendo Switch","149.03","High","Website","IE"
"0ddc7e11","bff8b440ffc71318","2020-02-16","2020-02-19",2020,2,3,"Standard","54ed","Sony PlayStation 5 Bundle","1536.19","High","Website","KR"
"a30c400a","6ddaafab063101080","2020-02-16","2020-02-19",2020,2,3,"Standard","22ea","Acer Nitro V Gaming Laptop","798.00","High","Website","US"
"b029f335","633727c97bf105351","2020-02-16","2020-02-19",2020,2,3,"Standard","04ac","Lenovo IdeaPad Gaming 3","1198.00","High","Website","ZA"
"3a9106e7","cd2afaa114c44458","2020-02-16","2020-02-19",2020,2,3,"Standard","afbf","27in 4K Gaming Monitor","360.00","High","Website","US"
"b128bda3","ee0865ac0c51302","2020-02-17","2020-02-20",2020,2,3,"Standard","8315","JBL Quantum 100 Gaming Headset","23.26","Low","Mobile App","US"
"bd951707","5c94c9b115b26315","2020-02-17","2020-02-18",2020,2,1,"Fast","8d0d","Nintendo Switch","168.00","High","Website","US"
"bf2ea321","6cea3b3448e34006","2020-02-17","2020-02-20",2020,2,3,"Standard","ab0f","JBL Quantum 100 Gaming Headset","21.87","Low","Website","JP"
"c3684581","d0c0393894046757","2020-02-17","2020-02-20",2020,2,3,"Standard","8315","JBL Quantum 100 Gaming Headset","22.80","Low","Mobile App","US"
"debd0907","df1fb09568072306","2020-02-17","2020-02-18",2020,2,1,"Fast","54ed","Sony PlayStation 5 Bundle","1661.52","High","Website","US"
"e90041df","92318f5b8cb74172","2020-02-17","2020-02-18",2020,2,1,"Fast","8d0d","Nintendo Switch","148.67","High","Website","AT"
"34f54429","3bc527c1ea975752","2020-02-17","2020-02-19",2020,2,2,"Fast","8d0d","Nintendo Switch","168.00","High","Website","US"
"f74ba1f7","d66325674e878888","2020-02-17","2020-02-18",2020,2,1,"Fast","8d0d","Nintendo Switch","141.95","High","Website","CA"
"f939430d","9cea142b99887594","2020-02-17","2020-02-20",2020,2,3,"Standard","e682","Nintendo Switch","168.00","High","Website","US"
"fae4cff6","b5e851e2c0290974","2020-02-17","2020-02-18",2020,2,1,"Fast","8d0d","Nintendo Switch","168.00","High","Website","US"
"089aa678","a63e5cfd8b6100447","2020-02-17","2020-02-19",2020,2,2,"Fast","8e5d","Nintendo Switch","155.80","High","Mobile App","RU"
"11b683aa","5aafb88276c102537","2020-02-17","2020-02-19",2020,2,2,"Fast","8d0d","Nintendo Switch","149.03","High","Website","DE"
"7a8e88a6","97e9a2b67de105466","2020-02-17","2020-02-19",2020,2,2,"Fast","ab0f","JBL Quantum 100 Gaming Headset","20.40","Low","Website","BR"
"d5d9b3ed","3b24fd6b5c129855","2020-02-18","2020-02-19",2020,2,1,"Fast","891b","27in 4K Gaming Monitor","484.89","High","Website","GB"
"e4156154","e029e4a1c4834556","2020-02-18","2020-02-21",2020,2,3,"Standard","891b","27in 4K Gaming Monitor","408.00","High","Website","CZ"
"6a44fdd6","80fa869f50d47141","2020-02-18","2020-02-20",2020,2,2,"Fast","891b","27in 4K Gaming Monitor","366.02","High","Website","US"
"0ef65024","b9004ec7ee451925","2020-02-18","2020-02-21",2020,2,3,"Standard","891b","27in 4K Gaming Monitor","335.86","High","Website","US"
"87bf3a08","338edc6e69261559","2020-02-18","2020-02-21",2020,2,3,"Standard","e7e6","27in 4K Gaming Monitor","480.00","High","Website","US"
"2126ff11","5635f2a02c283703","2020-02-18","2020-02-20",2020,2,2,"Fast","891b","27in 4K Gaming Monitor","481.69","High","Website","GB"
"dbaa8666","24d3227ad2b2336","2020-02-18","2020-02-19",2020,2,1,"Fast","8d0d","Nintendo Switch","168.00","High","Website","US"
"22435b2f","26e659b895211532","2020-02-18","2020-02-21",2020,2,3,"Standard","8d0d","Nintendo Switch","149.03","High","Website","FR"
"30dabfbc","e6270c7eedc15582","2020-02-18","2020-02-21",2020,2,3,"Standard","e682","Nintendo Switch","168.00","High","Website","US"
"f09213f5","c5eb0157eb818698","2020-02-18","2020-02-20",2020,2,2,"Fast","8d0d","Nintendo Switch","142.80","High","Website","US"
"758d5f51","934490debf737830","2020-02-18","2020-02-21",2020,2,3,"Standard","e682","Nintendo Switch","168.00","High","Website","EC"
"7d21c667","bf0384fad0a42040","2020-02-18","2020-02-19",2020,2,1,"Fast","b5f7","Nintendo Switch","123.48","High","Mobile App","AU"
"8d47df2a","2e63abec11244401","2020-02-18","2020-02-21",2020,2,3,"Standard","ab0f","JBL Quantum 100 Gaming Headset","24.00","Low","Website","US"
"21ca3dfc","c6b5b8c8cb370060","2020-02-18","2020-02-19",2020,2,1,"Fast","ab0f","JBL Quantum 100 Gaming Headset","24.06","Low","Website","GB"
"ef3dd55c","3dbfe12c8d170585","2020-02-18","2020-02-21",2020,2,3,"Standard","ab0f","JBL Quantum 100 Gaming Headset","17.62","Low","Website","PL"
"f95f6a6d","d21c93c853471914","2020-02-18","2020-02-19",2020,2,1,"Fast","8d0d","Nintendo Switch","149.03","High","Website","DE"
"49676341","9ea08423ce676160","2020-02-18","2020-02-21",2020,2,3,"Standard","ab0f","JBL Quantum 100 Gaming Headset","24.00","Low","Website","US"
"0281aae0","9b45f340d1283605","2020-02-18","2020-02-21",2020,2,3,"Standard","8d0d","Nintendo Switch","86.85","Medium","Website","MX"
"39a00606","b65dd0563bd88309","2020-02-18","2020-02-21",2020,2,3,"Standard","e682","Nintendo Switch","155.48","High","Website","NO"
"4c7f9491","d24c950b44b91499","2020-02-18","2020-02-19",2020,2,1,"Fast","ab0f","JBL Quantum 100 Gaming Headset","25.49","Low","Website","GB"
"6c54ece0","c79670fa592104910","2020-02-18","2020-02-21",2020,2,3,"Standard","8d0d","Nintendo Switch","168.00","High","Website","US"
